,race,age_cat,score_text,v_score_text,priors_count,age_cat,two_year_recid
1998,1,1,0,0,0,1,0
1999,0,1,0,0,0,1,0
2001,1,1,1,0,0,1,0
2002,1,1,0,0,0,1,1
2004,1,1,0,0,0,1,0
2005,0,1,0,0,0,1,1
2006,1,1,0,0,0,1,0
2007,1,0,1,0,0,0,1
2008,0,1,0,0,0,1,0
2010,0,1,1,0,1,1,1
2011,0,1,1,0,1,1,1
2012,0,1,1,0,1,1,1
2013,0,1,0,0,0,1,0
2014,1,1,1,1,1,1,0
2015,0,1,1,1,0,1,1
2016,0,1,1,1,1,1,1
2017,0,1,0,0,0,1,0
2018,1,1,1,0,1,1,1
2019,1,1,0,0,0,1,0
2020,0,1,1,1,0,1,0
2021,0,0,1,1,0,0,1
2022,1,1,1,0,0,1,0
2023,1,1,1,0,1,1,0
2024,0,0,1,1,0,0,1
2025,0,0,1,1,0,0,1
2026,1,1,0,0,0,1,0
2027,1,1,0,0,0,1,0
2028,1,1,0,0,0,1,0
2029,0,1,1,0,1,1,0
2030,0,1,0,0,0,1,0
2031,1,1,1,0,0,1,0
2032,0,1,0,0,0,1,1
2033,0,0,1,1,0,0,1
2034,1,1,0,0,0,1,0
2035,1,1,1,1,1,1,1
2036,0,0,0,1,0,0,0
2037,0,1,1,0,1,1,1
2038,0,1,1,1,0,1,1
2039,0,1,0,0,0,1,1
2040,0,1,0,0,0,1,0
2041,0,1,0,0,0,1,0
2042,0,0,1,1,0,0,0
2043,0,1,0,0,0,1,0
2046,0,1,1,0,1,1,1
2047,0,1,1,1,0,1,0
2048,0,1,1,1,1,1,0
2049,0,1,0,0,0,1,0
2050,0,1,1,0,0,1,0
2051,1,1,0,0,0,1,0
2053,0,1,0,0,0,1,0
2054,0,1,1,1,1,1,1
2055,0,1,1,1,0,1,0
2056,1,1,0,0,0,1,0
2057,1,1,0,0,0,1,1
2058,0,1,1,1,1,1,0
2059,0,1,1,1,1,1,1
2060,0,1,0,0,1,1,1
2062,0,1,0,0,1,1,1
2063,0,0,0,0,0,0,0
2064,0,0,1,1,0,0,0
2065,1,1,0,0,0,1,0
2066,1,1,0,0,0,1,0
2067,1,1,0,0,0,1,0
2068,0,0,0,1,0,0,1
2069,1,1,1,0,1,1,1
2070,1,1,0,0,0,1,0
2072,0,1,0,0,0,1,0
2073,0,1,0,0,0,1,0
2074,0,0,1,1,0,0,1
2075,1,1,0,0,0,1,1
2076,0,1,1,1,0,1,1
2077,1,1,0,0,0,1,0
2078,0,0,1,1,0,0,0
2079,1,1,1,0,1,1,1
2080,1,1,0,0,0,1,0
2081,0,0,1,1,0,0,1
2082,0,0,1,1,0,0,1
2085,0,1,0,0,0,1,0
2087,0,1,0,0,0,1,0
2088,1,1,0,0,0,1,0
2089,1,1,0,0,0,1,0
2090,1,1,1,0,1,1,0
2091,1,1,0,0,0,1,0
2092,0,1,1,0,1,1,0
2093,0,0,0,1,0,0,0
2094,0,1,0,0,0,1,0
2095,1,1,1,0,0,1,1
2096,1,1,1,0,0,1,0
2097,0,1,1,0,0,1,1
2098,0,1,1,1,1,1,1
2099,0,0,1,0,0,0,1
2100,1,1,0,0,0,1,1
2101,0,1,0,0,0,1,0
2102,0,1,1,1,1,1,0
2103,0,1,1,0,1,1,1
2104,0,1,1,1,1,1,1
2105,1,1,1,0,0,1,1
2106,1,0,0,0,0,0,1
2107,0,1,0,0,0,1,0
2108,1,1,0,0,0,1,0
2109,0,1,1,1,1,1,1
2110,1,0,1,0,0,0,1
2112,1,1,0,0,0,1,0
2113,1,1,0,0,0,1,0
2114,1,1,0,0,0,1,1
2115,0,1,1,0,0,1,0
2116,1,0,0,1,0,0,0
2117,0,1,1,1,1,1,1
2118,1,1,0,0,0,1,0
2119,1,0,0,1,0,0,0
2120,0,1,1,1,0,1,1
2121,1,1,0,0,0,1,0
2122,1,1,0,0,0,1,0
2123,1,1,0,0,0,1,0
2124,1,1,0,0,0,1,1
2125,0,1,1,0,0,1,1
2126,0,1,1,0,1,1,0
2127,0,1,0,0,0,1,0
2128,0,1,1,1,1,1,1
2129,1,1,0,0,0,1,0
2130,0,1,0,0,0,1,1
2131,0,1,0,0,0,1,0
2132,1,1,0,0,0,1,1
2133,1,1,1,0,0,1,1
2134,1,1,0,0,1,1,1
2135,0,1,0,0,0,1,1
2136,0,1,1,1,0,1,1
2137,0,1,0,0,0,1,0
2139,0,0,1,1,0,0,1
2140,0,0,0,1,0,0,0
2142,0,1,0,0,0,1,0
2143,0,1,1,0,0,1,1
2144,0,1,0,0,0,1,0
2145,1,0,1,1,0,0,1
2146,1,1,0,0,0,1,0
2147,1,1,0,0,0,1,0
2148,0,1,0,0,0,1,0
2149,0,1,0,0,0,1,1
2150,0,1,1,1,1,1,0
2151,1,1,0,0,0,1,0
2154,0,0,1,1,0,0,1
2155,0,1,1,1,1,1,1
2156,0,1,1,1,0,1,0
2157,0,0,0,1,0,0,1
2158,0,1,0,0,1,1,0
2159,0,1,0,0,0,1,0
2160,0,1,1,0,0,1,1
2162,1,1,0,0,0,1,0
2163,1,1,0,0,0,1,0
2164,1,1,0,0,0,1,0
2165,1,1,0,0,0,1,0
2166,0,0,1,1,0,0,0
2167,0,1,1,0,1,1,0
2168,0,1,0,0,0,1,0
2169,0,1,1,1,1,1,1
2170,1,0,0,1,0,0,0
2171,1,1,0,0,0,1,0
2172,0,1,1,0,0,1,1
2173,0,1,1,0,1,1,1
2174,1,0,0,1,0,0,0
2175,1,1,0,0,0,1,1
2176,1,1,0,0,0,1,1
2178,0,0,1,1,0,0,1
2180,1,1,0,0,0,1,1
2181,0,1,1,0,1,1,1
2182,1,1,0,0,1,1,0
2183,0,1,0,0,0,1,0
2184,0,1,1,0,1,1,1
2186,1,1,1,0,1,1,1
2187,0,1,1,0,1,1,1
2189,0,0,0,1,0,0,0
2190,0,1,0,0,1,1,1
2193,0,1,1,0,1,1,0
2194,0,0,0,1,0,0,1
2195,0,0,0,1,0,0,1
2196,1,1,0,0,0,1,0
2197,0,1,1,0,1,1,1
2198,0,1,1,0,1,1,0
2199,0,0,1,1,0,0,0
2200,0,1,1,1,1,1,1
2201,1,1,1,1,0,1,0
2202,0,1,1,1,0,1,1
2203,1,1,0,0,0,1,0
2204,0,1,0,0,0,1,1
2206,0,1,0,0,0,1,1
2208,0,0,1,1,0,0,0
2209,1,1,1,1,0,1,1
2210,1,1,0,0,0,1,0
2211,1,1,0,0,0,1,0
2212,0,1,0,0,0,1,0
2214,1,1,0,0,0,1,0
2215,1,1,0,0,0,1,0
2216,0,1,1,0,1,1,1
2217,0,0,1,1,0,0,1
2218,1,1,1,0,1,1,0
2219,1,1,0,0,0,1,1
2220,0,1,0,0,1,1,0
2221,1,1,0,0,0,1,0
2222,0,1,1,0,1,1,1
2223,1,1,0,0,0,1,0
2224,1,1,0,0,0,1,0
2225,0,1,1,1,0,1,1
2226,0,1,1,0,0,1,1
2227,0,1,0,0,0,1,0
2229,1,1,1,0,0,1,1
2230,0,1,0,0,0,1,1
2235,0,0,0,0,0,0,1
2236,0,1,1,0,0,1,1
2237,0,1,0,0,0,1,1
2238,0,1,0,0,0,1,0
2239,0,1,1,0,1,1,1
2240,0,1,1,0,0,1,1
2241,0,1,1,0,0,1,0
2242,1,1,0,0,0,1,0
2243,0,1,0,0,0,1,0
2244,1,1,0,0,0,1,0
2245,1,1,0,0,0,1,0
2246,0,0,1,1,0,0,0
2247,1,1,1,1,0,1,0
2248,0,0,1,1,0,0,0
2249,1,1,1,1,1,1,1
2250,0,1,1,0,1,1,1
2251,0,1,0,0,0,1,0
2253,0,1,0,0,0,1,0
2254,1,1,0,0,0,1,0
2256,0,1,0,0,0,1,0
2258,0,1,0,0,0,1,0
2259,1,1,0,0,0,1,0
2260,0,1,1,0,0,1,0
2261,0,1,1,1,0,1,0
2262,1,0,1,1,0,0,1
2263,1,1,1,1,1,1,1
2265,0,1,1,1,0,1,0
2266,1,1,0,0,0,1,1
2267,1,1,1,1,0,1,1
2268,1,0,1,0,0,0,1
2269,0,1,1,1,1,1,0
2270,0,0,0,1,0,0,0
2271,0,1,1,1,0,1,1
2272,0,1,0,0,0,1,0
2273,1,1,0,0,0,1,0
2274,1,1,0,0,0,1,0
2275,1,1,0,0,0,1,1
2276,1,1,0,0,0,1,0
2277,1,0,0,0,0,0,1
2278,1,1,0,0,0,1,1
2279,1,1,0,0,0,1,0
2280,1,0,0,1,0,0,1
2281,0,1,0,0,0,1,0
2282,0,1,0,0,0,1,0
2283,1,1,0,0,0,1,0
2284,0,1,1,1,1,1,0
2285,0,1,1,0,1,1,0
2287,0,0,1,1,0,0,0
2288,1,1,0,0,0,1,0
2289,1,0,1,1,0,0,1
2290,0,1,1,1,1,1,0
2291,1,1,0,0,0,1,0
2292,0,1,1,1,1,1,1
2293,0,1,0,0,0,1,0
2294,0,0,0,1,0,0,0
2295,1,0,1,1,0,0,1
2296,0,1,1,1,1,1,1
2297,0,1,0,0,0,1,1
2298,1,1,1,1,1,1,1
2299,1,1,1,0,1,1,1
2300,0,1,1,1,1,1,1
2301,0,1,1,1,1,1,0
2302,0,0,0,1,0,0,0
2303,1,1,0,0,0,1,0
2304,1,1,1,1,1,1,1
2305,1,1,0,0,0,1,0
2307,1,1,1,0,0,1,0
2308,0,1,1,0,0,1,0
2309,0,1,0,0,0,1,1
2310,0,0,1,1,0,0,1
2311,0,0,0,1,0,0,1
2312,1,1,0,0,0,1,0
2313,0,1,1,1,1,1,1
2314,0,1,0,0,1,1,1
2315,0,1,1,0,0,1,0
2316,1,0,1,1,0,0,1
2317,0,1,1,1,1,1,1
2318,0,1,1,0,1,1,0
2319,0,1,0,0,0,1,0
2320,0,0,1,1,0,0,0
2321,0,1,0,0,0,1,0
2322,0,0,0,1,0,0,1
2323,1,1,0,0,0,1,1
2324,1,1,1,0,0,1,1
2325,0,1,0,0,0,1,1
2326,0,1,1,1,1,1,1
2327,1,1,0,0,0,1,0
2328,0,0,1,1,0,0,0
2329,1,1,0,0,1,1,0
2330,1,1,0,0,0,1,0
2331,1,1,1,1,1,1,1
2332,0,0,1,1,0,0,0
2333,1,1,0,0,0,1,0
2334,0,0,0,1,0,0,1
2336,1,1,1,0,0,1,0
2337,1,1,0,0,0,1,0
2339,1,1,0,0,0,1,0
2340,1,1,0,0,0,1,1
2341,0,1,1,1,1,1,1
2342,0,1,1,0,1,1,1
2343,0,1,1,0,0,1,1
2345,0,1,1,0,0,1,1
2346,0,1,0,0,0,1,0
2347,0,1,1,1,1,1,1
2348,1,0,0,1,0,0,0
2349,0,1,1,1,1,1,1
2350,1,1,0,0,0,1,0
2351,0,1,0,0,1,1,0
2352,1,1,0,0,0,1,1
2353,0,1,1,1,1,1,1
2355,1,1,1,0,0,1,1
2356,0,1,0,0,0,1,0
2358,0,1,1,1,1,1,1
2359,0,1,1,1,1,1,1
2360,1,1,0,0,0,1,1
2362,1,1,1,1,0,1,1
2363,1,0,1,1,0,0,1
2365,0,1,1,0,1,1,1
2366,0,1,0,0,0,1,0
2367,0,1,1,1,1,1,1
2368,0,1,0,0,1,1,1
2371,0,1,0,0,0,1,0
2372,0,1,1,0,0,1,0
2373,0,1,0,0,0,1,0
2374,1,1,0,0,0,1,0
2375,0,1,1,0,1,1,0
2376,1,1,1,1,0,1,0
2377,0,1,1,1,0,1,1
2378,1,1,0,0,0,1,0
2379,0,1,1,0,1,1,0
2380,0,1,0,0,0,1,1
2381,0,1,1,0,1,1,0
2383,0,1,1,0,1,1,1
2384,0,0,0,1,0,0,0
2385,0,1,1,0,0,1,1
2386,0,0,0,1,0,0,1
2388,0,1,0,0,0,1,0
2391,1,1,0,0,0,1,0
2392,0,1,0,0,0,1,0
2396,1,0,1,1,0,0,1
2397,1,1,0,0,0,1,0
2398,0,1,1,1,1,1,0
2400,0,0,1,1,0,0,1
2401,0,0,1,1,0,0,0
2402,1,0,1,1,0,0,1
2403,0,1,1,1,1,1,1
2404,0,1,1,1,1,1,1
2405,0,1,0,0,1,1,1
2406,0,1,1,0,1,1,1
2407,0,1,1,1,0,1,0
2408,1,1,0,0,0,1,0
2409,0,1,1,0,1,1,0
2411,0,0,0,0,0,0,1
2412,1,0,1,1,0,0,0
2413,0,0,1,1,0,0,1
2414,0,1,1,1,0,1,0
2415,0,1,1,0,0,1,1
2416,0,1,1,1,1,1,1
2418,0,1,1,0,0,1,0
2419,0,0,0,1,0,0,0
2420,1,1,0,0,0,1,0
2421,0,1,0,0,1,1,0
2423,0,1,0,0,0,1,1
2425,0,0,1,1,0,0,1
2426,1,1,0,0,0,1,1
2427,0,0,1,0,0,0,1
2428,1,1,0,0,1,1,1
2429,1,0,0,0,0,0,0
2430,0,1,1,0,0,1,1
2432,1,1,0,0,0,1,0
2434,0,1,1,0,0,1,1
2436,0,1,1,1,0,1,0
2437,1,1,0,0,0,1,0
2438,0,0,1,1,0,0,1
2440,0,0,1,1,0,0,1
2441,1,1,0,0,1,1,1
2442,1,1,0,0,0,1,0
2443,0,1,1,0,1,1,1
2444,0,0,1,1,0,0,1
2445,0,1,0,0,0,1,1
2446,0,1,1,1,1,1,1
2447,1,1,0,0,0,1,1
2448,1,1,1,0,0,1,0
2449,1,1,0,0,0,1,0
2450,0,1,0,0,0,1,0
2451,0,0,1,1,0,0,0
2452,1,1,0,0,1,1,1
2453,0,1,0,0,0,1,1
2454,1,1,0,0,0,1,0
2455,0,1,0,0,0,1,0
2457,0,1,1,0,1,1,0
2459,1,1,0,0,0,1,1
2460,0,1,0,0,0,1,0
2461,1,1,0,0,0,1,0
2462,1,1,0,0,0,1,0
2463,0,1,0,0,0,1,1
2464,1,1,0,0,0,1,0
2465,1,1,0,0,0,1,0
2466,1,0,0,1,0,0,0
2467,0,1,0,0,1,1,1
2468,0,1,1,1,0,1,0
2470,1,1,0,0,0,1,0
2472,1,1,0,0,0,1,1
2473,1,0,1,1,0,0,0
2475,1,1,1,1,1,1,1
2477,0,0,1,1,0,0,1
2478,1,1,0,0,0,1,0
2479,1,1,0,0,0,1,0
2480,1,0,1,1,0,0,0
2481,1,1,0,0,0,1,0
2482,1,0,1,1,1,0,0
2483,1,1,1,0,0,1,0
2484,1,1,1,1,0,1,0
2485,0,0,1,1,0,0,0
2486,0,0,0,0,0,0,1
2487,0,1,0,0,0,1,0
2488,0,0,0,1,0,0,0
2489,1,1,0,0,0,1,0
2490,0,1,1,1,1,1,1
2491,0,1,1,1,1,1,1
2492,0,1,0,1,1,1,1
2493,1,1,0,0,1,1,0
2494,1,1,0,0,1,1,1
2495,0,1,0,0,0,1,0
2496,0,1,1,0,0,1,1
2498,1,1,0,0,0,1,0
2499,1,1,0,0,0,1,0
2500,0,1,0,0,0,1,1
2501,0,1,0,0,0,1,0
2502,0,1,1,1,1,1,1
2503,0,1,1,0,1,1,0
2504,0,1,0,0,0,1,0
2505,1,1,1,1,1,1,1
2506,0,1,1,0,1,1,1
2507,0,0,0,0,0,0,1
2508,1,0,1,1,0,0,1
2510,0,1,0,1,0,1,1
2511,0,0,0,1,0,0,0
2512,0,1,1,1,1,1,0
2513,0,1,0,0,0,1,0
2514,0,0,0,1,0,0,0
2515,0,0,0,0,0,0,0
2516,1,1,1,1,1,1,1
2517,0,1,0,0,0,1,1
2518,1,0,1,1,0,0,0
2519,0,1,1,0,0,1,0
2520,0,0,1,1,0,0,1
2521,1,1,0,0,0,1,0
2522,0,1,0,0,0,1,0
2523,0,0,1,1,0,0,1
2525,0,1,1,0,1,1,0
2526,1,1,0,0,0,1,1
2527,0,0,0,1,0,0,0
2528,0,0,0,0,1,0,1
2529,0,1,1,0,0,1,1
2530,1,1,1,0,0,1,0
2531,1,0,0,1,0,0,0
2533,1,1,1,0,1,1,1
2536,1,0,1,1,0,0,1
2537,0,1,0,0,0,1,0
2538,1,1,0,0,0,1,0
2539,0,1,0,0,1,1,0
2540,1,1,0,0,0,1,0
2541,0,1,1,1,0,1,1
2542,0,1,0,0,0,1,1
2543,0,1,1,1,1,1,1
2545,0,1,0,0,0,1,0
2546,1,1,0,0,0,1,0
2548,0,1,1,0,1,1,0
2549,0,1,1,1,0,1,1
2550,0,1,0,0,0,1,0
2551,0,1,0,0,0,1,0
2552,1,0,0,0,0,0,1
2553,1,1,1,0,1,1,1
2554,0,1,0,0,0,1,1
2555,0,1,1,1,1,1,1
2556,0,1,1,0,1,1,0
2557,1,1,0,0,0,1,0
2558,1,1,1,0,0,1,1
2559,0,0,0,0,0,0,1
2561,1,1,1,1,1,1,0
2562,0,0,1,1,0,0,1
2564,0,1,1,1,1,1,1
2565,0,1,0,0,0,1,1
2566,0,1,1,1,1,1,0
2567,0,1,0,0,1,1,1
2568,0,1,0,0,0,1,0
2571,0,0,1,1,0,0,1
2572,1,1,0,0,0,1,0
2573,0,1,1,1,1,1,1
2574,0,1,0,0,0,1,0
2575,1,1,1,0,0,1,1
2576,0,0,1,1,0,0,0
2577,0,0,1,1,0,0,1
2578,1,1,0,0,0,1,1
2579,1,1,0,0,0,1,0
2581,0,1,1,1,0,1,1
2582,1,1,0,0,0,1,1
2583,1,1,1,1,0,1,0
2584,1,1,0,0,0,1,1
2585,0,1,1,1,1,1,1
2586,1,1,0,0,0,1,1
2587,0,0,1,1,0,0,1
2588,0,1,0,0,0,1,1
2590,0,1,1,1,1,1,1
2591,1,1,0,0,0,1,0
2592,0,1,1,1,1,1,1
2594,1,0,1,1,0,0,0
2595,1,1,0,0,0,1,0
2597,0,1,1,1,0,1,0
2598,0,0,1,1,0,0,1
2599,1,1,0,0,0,1,1
2600,0,1,1,1,1,1,0
2601,1,1,0,0,0,1,0
2602,0,0,1,1,0,0,0
2603,0,1,0,0,1,1,0
2604,1,1,0,0,0,1,0
2605,1,1,1,0,1,1,1
2606,0,0,0,1,0,0,0
2607,0,1,1,0,1,1,1
2608,1,1,0,0,0,1,0
2609,1,1,0,0,0,1,0
2610,1,1,1,1,1,1,1
2611,0,0,0,1,0,0,1
2614,0,1,0,0,1,1,0
2615,1,1,0,0,0,1,0
2617,0,0,1,1,0,0,1
2618,1,1,0,0,0,1,0
2620,1,1,1,1,0,1,1
2621,0,1,0,0,0,1,0
2622,1,1,0,0,0,1,0
2623,1,1,0,0,0,1,0
2625,0,0,0,1,0,0,0
2626,0,1,1,0,1,1,0
2627,1,1,1,1,1,1,0
2629,1,1,0,0,0,1,1
2630,0,1,0,0,0,1,1
2631,1,1,0,0,0,1,1
2632,0,0,1,1,0,0,1
2633,1,1,0,0,1,1,1
2634,0,1,0,0,1,1,0
2635,0,1,1,1,1,1,1
2636,1,1,0,0,0,1,0
2637,1,1,0,0,0,1,0
2638,0,0,1,1,0,0,1
2639,1,1,1,0,0,1,0
2640,0,1,0,0,0,1,1
2642,1,0,0,1,0,0,1
2643,0,0,1,1,0,0,1
2644,0,0,1,1,0,0,0
2645,0,0,1,1,0,0,0
2646,0,1,0,0,0,1,0
2647,0,1,1,1,1,1,1
2649,0,1,0,0,0,1,0
2650,1,1,0,0,0,1,0
2651,1,1,0,0,0,1,0
2652,0,1,0,0,0,1,0
2653,0,1,0,0,0,1,1
2655,1,0,0,0,0,0,0
2656,1,1,0,0,0,1,0
2657,1,1,1,0,0,1,1
2658,1,1,0,0,0,1,0
2659,1,1,0,0,0,1,0
2660,0,0,1,1,0,0,0
2661,0,0,1,0,0,0,0
2662,1,1,0,0,0,1,0
2663,1,1,1,0,0,1,1
2664,0,1,0,0,0,1,1
2665,1,1,0,0,0,1,1
2666,1,0,1,1,0,0,0
2667,1,1,0,0,0,1,1
2668,0,1,1,1,1,1,0
2669,0,1,0,0,0,1,0
2670,0,1,1,0,1,1,1
2671,0,0,1,1,0,0,0
2672,1,1,0,0,1,1,1
2673,0,1,1,1,1,1,1
2675,1,1,0,0,1,1,0
2676,0,1,1,1,1,1,1
2678,0,1,1,0,0,1,1
2679,0,1,1,1,1,1,1
2680,1,1,1,1,1,1,1
2681,1,1,0,0,0,1,0
2682,1,0,1,1,0,0,0
2683,0,1,1,0,0,1,0
2684,0,1,0,0,0,1,1
2685,0,1,1,1,1,1,1
2686,0,0,0,1,0,0,1
2688,0,1,0,0,0,1,0
2689,1,1,1,1,0,1,0
2690,1,1,0,0,1,1,0
2691,1,1,1,1,0,1,0
2692,0,1,1,0,0,1,0
2693,0,1,1,1,0,1,0
2694,1,1,0,0,0,1,0
2695,0,1,1,1,1,1,0
2697,1,1,0,0,0,1,0
2698,0,1,0,0,0,1,1
2699,0,1,0,0,1,1,0
2700,1,1,0,1,0,1,1
2701,0,1,1,0,0,1,1
2702,1,1,0,0,0,1,1
2703,0,1,1,0,0,1,1
2704,0,0,0,0,0,0,0
2705,0,1,1,1,1,1,1
2707,0,1,1,0,0,1,0
2709,0,1,1,1,1,1,1
2710,1,0,0,0,0,0,0
2711,1,1,0,0,0,1,1
2712,0,1,0,0,0,1,0
2713,0,1,1,0,0,1,1
2714,1,0,0,0,0,0,1
2715,0,1,0,0,0,1,1
2716,0,1,1,0,0,1,0
2717,1,1,0,0,0,1,0
2718,0,1,0,0,0,1,0
2719,0,1,0,0,0,1,1
2720,1,1,1,0,1,1,1
2721,0,1,0,0,0,1,0
2722,0,0,0,1,0,0,1
2723,0,1,1,1,0,1,0
2725,1,1,1,1,1,1,1
2728,0,0,1,1,1,0,1
2729,0,1,1,1,1,1,1
2731,0,0,1,1,0,0,0
2733,0,0,1,1,1,0,1
2735,1,1,0,0,0,1,0
2736,0,1,1,0,0,1,1
2738,0,1,1,0,0,1,0
2739,1,1,0,0,0,1,1
2740,0,1,1,0,0,1,1
2741,0,1,1,0,1,1,0
2742,1,1,0,0,0,1,0
2743,0,1,1,1,1,1,0
2744,0,1,0,0,0,1,1
2746,0,0,1,1,0,0,1
2747,0,1,1,1,1,1,1
2749,0,1,1,1,1,1,1
2750,0,0,1,1,0,0,1
2751,1,1,1,0,0,1,1
2752,0,0,1,1,0,0,1
2753,1,1,0,0,0,1,0
2754,1,1,0,0,0,1,0
2755,0,0,0,1,0,0,0
2757,0,1,0,0,1,1,1
2758,0,1,0,0,0,1,1
2759,0,0,1,1,0,0,1
2760,0,1,1,0,1,1,0
2761,1,0,0,1,0,0,1
2763,1,1,1,0,0,1,1
2765,0,1,1,1,0,1,1
2767,0,1,1,1,1,1,1
2768,0,0,0,0,0,0,0
2769,0,1,0,0,0,1,0
2770,0,0,1,1,0,0,1
2771,0,0,1,1,1,0,1
2772,1,1,1,1,1,1,1
2773,0,1,0,1,0,1,0
2774,0,1,1,1,1,1,1
2775,1,1,0,0,0,1,0
2776,1,1,0,0,0,1,0
2777,1,1,1,0,1,1,1
2778,1,0,1,0,0,0,1
2779,0,1,0,0,1,1,1
2780,0,1,1,0,1,1,1
2782,1,1,0,0,0,1,1
2783,1,1,0,0,0,1,0
2784,1,1,0,0,0,1,0
2785,0,1,1,1,0,1,1
2786,0,0,0,0,0,0,1
2787,0,1,1,1,0,1,1
2788,0,1,0,0,0,1,1
2790,1,1,0,0,0,1,0
2791,0,1,1,1,1,1,1
2792,1,1,0,0,0,1,0
2793,0,1,1,1,1,1,1
2794,1,1,0,0,0,1,1
2795,1,1,1,0,0,1,1
2796,0,1,1,1,1,1,1
2797,0,1,1,0,0,1,0
2798,0,1,0,0,1,1,0
2799,1,0,0,1,0,0,1
2800,0,1,0,0,1,1,1
2801,0,1,0,0,0,1,0
2802,1,1,1,0,0,1,0
2803,1,0,1,0,0,0,0
2804,0,1,1,1,1,1,1
2805,1,0,1,1,0,0,1
2806,1,1,1,0,1,1,0
2807,0,0,1,1,0,0,0
2808,0,1,0,0,0,1,0
2809,0,1,1,1,1,1,1
2810,1,1,0,0,0,1,0
2811,0,0,0,1,0,0,0
2812,1,1,0,0,0,1,0
2813,1,1,0,0,0,1,0
2814,0,0,1,1,0,0,1
2815,0,0,0,1,0,0,0
2816,0,1,0,0,0,1,0
2817,0,0,1,1,0,0,1
2818,0,0,1,1,0,0,1
2819,0,0,0,1,0,0,1
2820,1,1,1,0,1,1,1
2821,1,1,0,0,0,1,1
2823,0,0,1,0,0,0,1
2824,1,1,1,1,0,1,0
2825,0,0,1,1,0,0,1
2826,0,1,0,0,0,1,0
2827,0,1,0,0,0,1,1
2828,0,1,1,1,1,1,1
2829,0,1,1,0,0,1,0
2830,1,1,0,0,0,1,0
2831,1,1,1,0,0,1,1
2832,0,0,1,1,0,0,0
2833,0,1,0,0,0,1,0
2834,0,1,1,1,1,1,1
2835,0,1,0,0,1,1,0
2836,1,1,0,0,0,1,1
2837,0,1,1,1,1,1,1
2839,1,1,1,0,1,1,1
2840,1,1,0,0,0,1,0
2841,0,1,1,1,1,1,1
2842,0,0,0,1,0,0,1
2843,0,1,1,1,1,1,1
2844,0,0,1,1,0,0,1
2845,0,1,1,1,1,1,1
2846,0,1,0,0,0,1,0
2847,0,1,0,0,0,1,0
2848,0,0,1,1,1,0,1
2849,0,1,0,0,0,1,1
2850,0,1,0,0,1,1,0
2851,1,1,0,0,0,1,0
2853,0,1,0,0,0,1,0
2854,0,0,1,1,0,0,1
2855,0,1,1,0,0,1,0
2856,0,1,0,0,0,1,1
2857,1,1,1,1,1,1,1
2858,0,1,0,0,0,1,1
2859,1,0,1,1,0,0,1
2860,0,1,0,0,0,1,1
2861,0,1,1,0,1,1,1
2862,0,1,0,0,0,1,0
2863,1,0,1,0,0,0,0
2865,1,1,0,0,0,1,1
2866,0,1,1,1,1,1,1
2867,0,1,0,0,0,1,0
2868,1,1,0,0,0,1,0
2869,0,1,1,1,0,1,1
2870,0,1,1,1,1,1,1
2871,0,1,1,0,1,1,1
2872,0,1,1,1,1,1,1
2873,0,1,0,0,0,1,0
2874,0,1,1,0,1,1,0
2875,1,1,0,0,0,1,0
2877,1,1,1,1,1,1,0
2878,0,0,1,1,1,0,1
2880,1,1,0,0,0,1,0
2881,0,1,1,1,1,1,0
2882,0,1,0,0,0,1,1
2883,0,1,0,0,0,1,0
2884,0,1,0,0,0,1,0
2886,0,1,1,0,0,1,0
2887,0,1,1,0,1,1,1
2889,1,1,0,0,0,1,0
2890,1,1,0,0,0,1,0
2891,0,0,0,0,0,0,0
2892,0,1,0,0,0,1,0
2893,0,1,1,0,1,1,0
2894,1,1,0,0,1,1,0
2895,0,1,1,0,1,1,1
2896,1,1,0,0,0,1,0
2899,0,1,1,0,1,1,1
2900,0,1,0,0,0,1,0
2901,1,1,0,0,0,1,0
2902,0,0,0,0,0,0,1
2903,0,0,1,1,0,0,1
2904,0,1,1,0,1,1,0
2905,1,0,1,1,1,0,0
2906,1,1,1,0,0,1,1
2907,1,1,0,0,0,1,0
2908,1,1,0,0,0,1,0
2909,0,1,0,0,0,1,1
2910,0,1,0,0,0,1,1
2911,1,1,0,0,0,1,0
2912,1,1,1,0,1,1,1
2913,0,0,0,1,0,0,1
2914,0,0,1,1,0,0,1
2915,0,1,1,1,0,1,1
2916,0,0,1,1,0,0,1
2918,1,0,1,1,0,0,1
2919,0,0,1,1,0,0,1
2920,1,1,0,0,0,1,0
2921,1,1,0,0,0,1,0
2922,0,0,1,1,0,0,1
2923,0,1,0,1,0,1,0
2924,1,0,0,1,0,0,0
2926,1,1,1,0,0,1,1
2927,0,1,0,0,0,1,0
2928,1,1,0,0,0,1,0
2930,0,1,0,0,0,1,0
2931,1,1,0,0,0,1,1
2932,0,0,1,1,0,0,1
2934,0,0,1,1,0,0,1
2935,1,1,0,1,0,1,0
2936,0,1,0,0,0,1,0
2937,1,1,0,0,0,1,1
2938,1,1,0,0,0,1,0
2939,0,0,1,1,0,0,1
2940,1,0,1,1,0,0,1
2942,1,1,1,0,0,1,1
2944,1,1,1,1,0,1,1
2946,0,1,1,0,1,1,1
2947,1,1,0,0,0,1,0
2948,0,1,1,0,1,1,0
2949,0,1,0,0,1,1,0
