,sex,age_cat,race,juv_crime,priors_count,c_charge_degree,score_text,v_score_text,two_year_recid
1625,2,1,2,1,1,2,2,2,1
1626,2,3,1,1,4,1,3,3,2
1627,2,3,1,1,1,1,3,3,1
1628,2,1,2,1,1,2,2,2,1
1629,2,1,1,4,19,2,1,1,1
1630,2,1,1,1,2,1,1,3,1
1631,2,1,2,1,3,1,2,2,2
1632,2,1,2,2,4,2,2,2,1
1633,2,2,1,1,6,2,3,3,1
1636,2,3,1,1,1,1,2,2,2
1637,2,1,1,1,8,1,3,2,2
1638,2,1,1,1,2,2,2,2,1
1639,2,3,2,1,1,1,2,3,1
1640,2,1,1,1,11,2,1,1,2
1641,2,1,1,1,1,1,2,2,1
1642,2,1,1,1,3,1,2,2,1
1643,2,1,1,1,9,1,1,3,2
1644,2,1,1,1,2,1,2,2,2
1645,2,2,2,1,1,2,2,2,1
1646,2,1,1,2,2,1,2,2,1
1647,2,3,2,1,1,1,3,1,2
1648,2,1,1,1,2,1,2,2,1
1649,1,3,1,1,7,2,3,3,1
1650,2,1,2,1,1,1,2,2,1
1651,2,1,2,1,2,1,2,2,1
1652,2,1,1,1,1,1,2,2,1
1653,2,3,1,1,1,1,2,3,1
1654,2,3,2,1,1,1,2,3,1
1655,2,1,1,1,2,2,2,2,1
1656,2,2,2,1,10,2,3,2,1
1657,2,1,1,1,3,2,3,3,1
1658,2,1,1,1,1,1,3,3,2
1659,2,1,1,1,2,2,2,2,1
1660,2,1,2,1,1,1,2,2,1
1661,2,3,2,1,2,1,2,2,2
1663,2,1,1,1,5,2,2,2,2
1664,2,2,2,1,4,2,2,2,2
1666,2,2,1,1,1,1,2,2,1
1667,2,2,1,1,9,1,3,2,2
1668,2,1,1,1,6,2,3,3,1
1669,2,1,1,1,10,1,1,3,1
1670,2,2,1,1,6,1,1,2,2
1671,1,1,2,1,1,1,2,2,1
1672,2,2,1,1,6,2,2,2,1
1673,2,2,2,1,1,1,2,2,2
1674,2,2,2,1,3,1,2,2,1
1675,2,2,2,1,1,2,2,2,1
1676,2,2,1,1,5,1,2,2,2
1677,1,1,1,1,1,1,2,2,1
1680,2,1,1,1,22,1,1,1,2
1682,2,1,1,1,2,1,2,2,1
1683,2,1,1,1,9,1,1,2,2
1684,2,3,1,1,2,1,3,3,1
1685,2,2,2,1,1,2,2,2,1
1686,2,3,1,2,2,1,3,1,2
1687,2,2,2,1,2,2,2,2,2
1688,2,2,2,1,1,2,2,2,2
1689,2,2,1,1,3,1,1,2,1
1690,1,1,1,2,12,1,1,3,2
1691,2,1,1,1,5,2,3,3,1
1692,2,1,1,2,15,1,1,3,2
1693,2,1,1,1,3,1,3,2,1
1694,2,2,1,1,6,1,2,2,2
1695,2,1,1,1,1,1,1,3,2
1696,2,1,2,1,8,1,1,1,2
1697,2,1,1,2,9,1,2,2,1
1699,1,1,1,1,2,2,2,2,1
1700,2,1,2,1,5,1,2,2,1
1701,1,1,1,1,1,2,2,2,1
1703,2,1,2,1,2,1,2,2,2
1704,2,2,1,1,2,1,2,2,1
1705,2,1,2,1,1,2,2,2,2
1706,1,1,1,1,5,2,2,2,1
1707,2,1,1,2,5,1,2,2,1
1708,2,2,1,1,1,2,2,2,1
1709,2,1,1,1,3,2,2,2,1
1710,2,2,1,1,6,1,2,2,1
1711,2,1,1,1,1,1,2,2,1
1712,2,1,1,1,5,1,3,2,2
1713,2,1,1,1,1,2,3,2,1
1714,2,1,2,1,2,2,2,2,1
1715,1,1,1,1,2,1,2,2,1
1716,2,1,1,2,14,2,1,1,2
1717,2,1,1,1,10,1,3,2,1
1718,2,1,2,2,2,1,2,2,1
1719,2,1,2,1,1,1,2,2,1
1720,1,1,2,1,2,2,2,2,1
1721,2,1,1,2,4,1,2,2,1
1722,1,2,1,1,8,2,2,2,1
1723,2,3,1,1,1,1,3,3,1
1725,2,1,1,1,3,1,3,2,2
1726,1,3,1,1,1,2,2,2,1
1727,2,1,1,1,2,1,3,3,1
1728,1,3,2,1,2,1,3,2,1
1729,2,1,1,1,14,2,1,1,2
1730,2,2,1,1,1,1,2,2,1
1731,2,1,1,1,3,1,2,2,1
1733,2,2,2,1,1,2,2,2,1
1734,2,3,2,2,1,2,2,3,2
1735,2,1,1,1,1,1,1,2,1
1738,2,3,1,1,2,1,1,1,2
1739,2,3,1,1,4,1,3,3,2
1740,2,1,1,1,3,2,2,2,1
1742,2,2,2,2,3,2,2,2,1
1743,2,2,1,1,2,1,2,2,1
1746,2,3,1,1,2,2,2,3,2
1747,1,1,2,1,1,2,2,2,1
1748,2,2,2,1,3,2,1,3,1
1749,2,1,1,1,12,1,3,2,2
1751,2,1,1,3,8,1,3,2,2
1753,1,1,2,1,8,1,1,2,1
1754,2,1,2,1,1,1,2,2,1
1757,2,2,2,1,5,1,2,2,1
1758,2,3,2,1,1,1,2,3,1
1759,2,1,1,1,2,1,1,1,1
1760,2,1,2,1,1,1,2,2,1
1761,2,3,1,1,2,1,3,3,2
1763,2,1,2,2,8,2,3,3,2
1764,2,1,2,1,1,2,2,2,1
1765,2,1,1,4,14,1,3,2,2
1766,2,1,2,1,3,1,3,2,2
1767,2,3,2,1,1,1,2,3,2
1768,2,1,1,3,5,1,1,3,2
1769,2,2,2,1,1,2,2,2,1
1770,1,1,1,1,1,2,1,2,2
1772,2,2,2,1,2,2,2,2,2
1773,2,1,1,1,5,1,3,2,1
1774,2,3,2,3,6,1,1,3,2
1775,2,3,2,3,1,1,3,3,2
1776,2,1,1,1,3,1,3,2,1
1777,2,1,1,1,2,1,2,2,2
1779,2,3,1,2,1,1,2,3,1
1780,2,1,1,1,5,1,2,2,1
1781,2,1,2,1,1,2,2,2,1
1784,2,1,1,1,2,1,2,2,2
1785,1,3,2,1,1,1,1,3,1
1786,2,2,2,1,3,2,2,2,1
1787,2,1,1,1,10,1,3,1,1
1789,1,1,1,1,1,2,2,2,1
1790,2,3,1,1,4,1,3,3,1
1791,2,1,1,1,1,1,3,2,2
1793,2,2,2,1,1,2,2,2,1
1794,2,1,2,1,1,1,2,2,1
1796,2,2,2,1,10,1,1,2,2
1797,2,3,1,1,1,1,1,3,2
1798,2,1,1,1,5,1,1,1,1
1799,2,1,2,1,2,1,3,2,2
1800,2,1,2,1,3,1,3,3,1
1801,1,2,1,1,5,1,2,2,1
1802,1,2,1,1,1,1,2,2,1
1803,2,1,1,1,13,1,1,3,2
1804,2,1,2,1,1,2,2,2,1
1805,1,1,1,1,6,1,3,2,1
1806,2,3,1,2,3,1,3,3,1
1807,2,1,2,1,1,2,2,2,1
1808,2,1,2,1,2,1,3,2,1
1809,2,2,2,1,12,1,2,2,2
1810,2,2,2,1,3,1,2,2,1
1811,2,2,1,1,5,2,2,2,1
1813,2,2,1,1,22,1,3,3,2
1814,1,2,2,1,2,1,2,2,1
1815,1,2,2,1,1,1,2,2,1
1816,2,1,1,1,1,2,2,2,1
1817,2,1,2,3,6,2,3,2,2
1818,2,3,1,2,2,1,1,1,2
1819,2,1,1,2,27,1,1,1,2
1820,2,3,1,1,2,1,1,1,2
1821,2,3,1,1,1,1,3,3,1
1822,2,1,1,1,5,1,1,1,2
1823,1,1,1,1,4,1,3,2,2
1824,2,1,2,1,4,1,2,2,2
1825,2,2,2,1,1,2,2,2,1
1826,2,1,2,1,12,1,1,2,2
1827,2,2,1,1,6,1,3,3,2
1829,2,1,1,1,19,1,2,2,2
1830,2,1,1,1,16,1,3,3,1
1831,2,1,1,1,1,1,2,2,1
1832,2,1,1,1,9,2,2,2,2
1834,1,1,2,1,1,1,2,2,1
1837,2,1,2,1,7,2,3,3,1
1838,2,1,1,1,4,1,2,2,2
1839,1,1,1,1,1,2,2,2,1
1840,1,1,2,1,3,1,3,2,2
1841,2,1,1,1,4,1,2,2,1
1842,2,1,2,1,2,2,2,2,1
1843,2,1,2,1,6,1,3,2,2
1845,2,2,2,1,2,2,2,2,1
1846,2,1,2,1,3,1,2,2,1
1847,2,2,2,1,1,2,2,2,1
1848,1,1,2,1,5,2,1,3,2
1849,2,2,2,1,10,1,3,2,1
1850,1,1,2,1,1,1,2,2,1
1851,2,3,2,1,1,1,2,3,1
1852,2,3,1,1,1,1,2,3,2
1853,2,1,1,1,5,2,1,1,2
1854,2,2,2,1,1,2,2,2,1
1855,2,1,1,1,5,1,1,1,1
1856,2,1,2,1,1,2,2,2,2
1857,2,1,1,1,4,1,1,1,2
1858,2,2,1,1,2,1,2,2,1
1859,2,1,2,1,4,1,2,2,2
1861,2,1,1,1,15,1,1,2,2
1862,2,3,1,1,1,2,3,3,1
1863,2,2,2,1,1,1,2,2,1
1864,2,1,1,6,35,2,3,2,2
1865,2,3,1,1,3,1,3,3,1
1866,2,1,1,1,1,2,2,2,2
1867,2,1,1,1,3,1,3,2,2
1868,1,1,2,1,3,1,2,2,1
1869,1,1,1,1,8,1,2,2,2
1870,2,1,1,1,1,2,2,2,2
1871,2,1,1,1,2,1,2,2,1
1872,1,1,1,1,4,1,2,2,2
1873,2,1,1,1,2,1,2,2,2
1874,2,1,1,1,1,1,2,2,1
1875,2,1,1,1,2,1,2,2,1
1876,2,1,1,3,16,1,1,3,2
1877,2,2,1,1,7,1,3,2,2
1878,2,3,1,1,18,1,1,1,2
1880,2,3,1,2,2,1,1,1,2
1882,2,3,1,2,1,1,2,3,1
1885,1,2,1,1,2,1,2,2,1
1886,2,1,1,1,2,2,2,2,2
1887,2,2,1,1,11,1,3,2,2
1888,2,3,2,4,2,1,1,1,1
1889,2,1,2,1,7,1,3,2,2
1890,2,2,1,1,2,2,2,2,2
1891,2,2,2,1,1,2,2,2,1
1892,1,1,1,4,10,2,1,3,2
1893,2,2,2,1,1,2,2,2,1
1894,2,1,1,1,11,1,3,2,2
1895,2,3,2,1,4,1,1,1,2
1897,2,2,1,1,1,2,3,2,1
1898,2,3,1,6,4,1,1,1,2
1899,2,1,1,4,14,1,1,3,1
1900,2,2,1,1,4,2,2,2,2
1901,2,1,1,1,6,1,2,2,2
1902,2,2,1,1,3,1,2,2,1
1903,2,3,2,1,1,2,1,1,2
1904,2,2,2,1,2,2,2,2,1
1905,1,3,2,1,1,1,2,3,2
1906,2,3,1,1,1,2,3,1,1
1907,2,2,1,1,2,1,2,2,1
1908,1,1,2,1,1,1,2,2,1
1909,2,1,2,1,1,2,2,2,1
1910,2,1,2,1,1,1,2,2,2
1911,2,1,1,1,3,1,3,2,2
1912,2,1,2,1,4,1,2,2,1
1913,2,1,1,1,4,2,2,2,2
1914,2,1,1,1,8,1,3,3,2
1915,2,1,1,1,2,1,2,2,1
1916,2,1,2,1,1,1,3,2,2
1917,1,1,2,1,3,1,2,2,1
1919,2,1,1,2,22,1,1,1,2
1920,1,1,2,1,1,2,2,2,1
1921,2,3,1,1,1,1,3,1,2
1922,1,1,1,1,1,2,2,2,1
1923,2,1,1,1,26,1,1,1,2
1924,1,3,2,1,1,1,3,3,1
1925,2,1,2,1,1,2,3,3,2
1926,2,1,2,1,1,1,2,2,1
1927,2,2,2,1,1,1,3,2,2
1928,2,1,2,1,1,1,2,2,2
1929,2,1,2,1,2,2,2,2,1
1930,1,1,1,1,13,1,3,2,2
1931,2,1,1,1,4,1,2,2,1
1932,2,2,1,1,16,1,2,2,2
1933,2,1,1,1,10,1,2,2,2
1934,1,1,1,1,2,1,2,2,1
1935,2,3,1,2,2,2,1,1,1
1936,2,2,1,1,2,1,2,2,1
1937,2,1,2,1,2,2,2,2,1
1938,2,3,1,1,4,1,3,3,2
1939,2,1,2,1,2,2,2,2,2
1940,2,1,2,1,2,1,2,2,1
1941,2,3,2,2,2,1,3,2,2
1943,2,3,1,1,2,1,2,2,2
1944,2,1,2,1,6,1,3,3,1
1945,2,1,1,1,7,2,1,2,2
1946,2,2,1,1,2,2,2,2,1
1947,1,1,1,1,3,2,2,2,2
1948,2,1,2,1,1,2,2,2,1
1949,2,2,1,1,23,1,3,2,2
1950,2,1,1,1,5,1,2,2,2
1951,2,1,2,1,3,1,2,2,1
1952,1,3,1,1,2,1,1,3,1
1954,2,3,1,1,4,1,3,3,1
1955,2,1,1,1,3,1,2,2,1
1956,2,1,1,1,8,1,2,2,2
1957,1,1,1,6,15,1,1,3,2
1958,2,1,2,1,3,2,3,3,1
1959,2,3,1,1,7,1,1,1,2
1961,2,1,1,1,3,2,2,2,1
1963,1,3,1,1,1,1,3,3,1
1964,2,3,2,1,1,1,2,2,1
1965,2,1,1,1,6,1,3,3,2
1966,2,1,2,1,5,2,2,2,1
1969,2,3,1,2,2,1,1,1,2
1970,2,2,2,1,2,1,2,2,1
1971,1,3,1,1,1,1,2,2,1
1973,1,1,2,1,3,1,2,2,1
1974,2,1,2,4,9,1,1,3,2
1975,2,1,2,1,3,1,2,2,1
1976,2,1,2,1,1,1,2,2,2
1977,2,3,1,1,2,1,2,3,1
1978,2,1,1,1,4,1,3,3,1
1979,2,3,2,1,1,1,2,2,1
1980,2,3,2,2,1,1,3,3,2
1981,1,1,2,1,5,1,2,2,2
1982,2,3,1,1,2,1,2,2,2
1984,2,2,1,1,4,1,2,2,1
1985,2,1,1,1,8,1,3,3,2
1986,2,3,1,1,2,1,3,1,2
1987,2,1,2,1,1,2,2,2,1
1988,2,2,2,1,4,1,2,2,1
1990,2,2,1,1,1,1,2,2,1
1991,2,2,1,1,18,1,3,3,2
1992,2,1,1,2,9,1,3,2,2
1993,2,3,2,1,2,1,1,1,1
1994,2,1,2,1,1,2,2,2,2
1995,2,1,2,1,2,2,1,3,2
1996,2,1,1,1,2,1,2,2,1
1997,2,3,1,2,3,1,2,2,2
1998,2,2,2,1,5,1,2,2,1
1999,2,1,1,1,5,1,2,2,1
2001,2,1,2,1,1,2,3,2,1
2002,2,2,2,1,2,2,2,2,2
2004,2,2,2,1,2,1,2,2,1
2005,2,2,1,1,2,2,2,2,2
2006,2,2,2,1,1,1,2,2,1
2007,2,3,2,4,4,2,3,2,2
2008,2,1,1,1,2,1,2,2,1
2010,1,1,1,1,11,2,3,2,2
2011,2,1,1,1,11,2,1,2,2
2012,2,1,1,1,7,1,3,2,2
2013,2,1,1,1,1,1,2,2,1
2014,2,2,2,1,11,1,3,3,1
2015,2,1,1,1,2,1,1,3,2
2016,2,2,1,2,11,1,3,3,2
2017,2,1,1,1,5,2,2,2,1
2018,2,1,2,1,11,1,1,2,2
2019,1,2,2,1,1,2,2,2,1
2020,2,1,1,1,4,2,1,1,1
2021,2,3,1,1,2,1,3,3,2
2022,2,2,2,1,1,1,3,2,1
2023,2,1,2,4,17,2,3,2,1
2024,2,3,1,5,5,1,3,3,2
2025,2,3,1,1,1,1,3,3,2
2026,2,2,2,1,1,1,2,2,1
2027,1,1,2,1,1,2,2,2,1
2028,2,1,2,1,1,1,2,2,1
2029,1,2,1,1,8,1,3,2,1
2030,2,1,1,1,1,2,2,2,1
2031,2,1,2,1,1,2,3,2,1
2032,2,1,1,1,4,1,2,2,2
2033,2,3,1,1,2,1,3,3,2
2034,2,1,2,1,1,2,2,2,1
2035,2,1,2,1,12,1,3,1,2
2036,2,3,1,1,1,1,2,3,1
2037,2,2,1,1,11,1,3,2,2
2038,2,1,1,1,5,1,1,3,2
2039,2,1,1,1,2,1,2,2,2
2040,2,1,1,1,1,1,2,2,1
2041,2,2,1,1,2,1,2,2,1
2042,2,3,1,1,1,2,1,3,1
2043,1,1,1,1,1,2,2,2,1
2046,2,2,1,1,17,1,3,2,2
2047,2,1,1,1,5,1,3,1,1
2048,2,1,1,1,9,1,3,3,1
2049,1,1,1,1,1,2,2,2,1
2050,2,1,1,1,2,2,3,2,1
2051,2,1,2,1,1,2,2,2,1
2053,1,1,1,1,1,1,2,2,1
2054,2,1,1,1,10,1,3,1,2
2055,2,2,1,1,2,1,3,3,1
2056,2,1,2,1,2,1,2,2,1
2057,1,2,2,1,1,2,2,2,2
2058,1,2,1,1,9,1,1,3,1
2059,2,1,1,4,6,1,3,3,2
2060,2,2,1,1,14,1,2,2,2
2062,2,1,1,1,9,1,2,2,2
2063,2,3,1,1,1,2,2,2,1
2064,2,3,1,2,2,1,1,1,1
2065,2,2,2,1,1,2,2,2,1
2066,2,2,2,1,1,1,2,2,1
2067,2,1,2,1,2,1,2,2,1
2068,2,3,1,1,2,1,2,3,2
2069,2,2,2,1,6,1,1,2,2
2070,2,2,2,1,1,2,2,2,1
2072,1,1,1,1,2,1,2,2,1
2073,1,1,1,1,1,1,2,2,1
2074,2,3,1,3,2,1,3,1,2
2075,2,1,2,1,1,1,2,2,2
2076,2,1,1,1,2,1,3,3,2
2077,2,2,2,1,2,2,2,2,1
2078,2,3,1,2,3,1,1,1,1
2079,2,2,2,1,33,1,1,2,2
2080,1,2,2,1,2,1,2,2,1
2081,2,3,1,1,2,2,3,3,2
2082,2,3,1,3,5,1,1,3,2
2085,2,1,1,1,1,1,2,2,1
2087,2,1,1,1,2,2,2,2,1
2088,2,1,2,1,5,1,2,2,1
2089,1,1,2,1,1,1,2,2,1
2090,2,1,2,1,15,1,1,2,1
2091,2,2,2,1,2,2,2,2,1
2092,2,1,1,1,16,1,3,2,1
2093,2,3,1,1,2,1,2,3,1
2094,2,2,1,1,2,2,2,2,1
2095,2,1,2,1,3,1,3,2,2
2096,2,1,2,1,2,2,3,2,1
2097,2,1,1,1,2,1,1,2,2
2098,2,1,1,3,19,2,1,1,2
2099,2,3,1,1,2,1,3,2,2
2100,2,1,2,1,2,1,2,2,2
2101,2,2,1,1,4,2,2,2,1
2102,1,1,1,1,15,1,1,1,1
2103,2,1,1,1,8,1,3,2,2
2104,2,1,1,5,21,1,1,3,2
2105,2,1,2,1,1,1,1,2,2
2106,2,3,2,1,1,2,2,2,2
2107,1,1,1,1,2,2,2,2,1
2108,2,2,2,1,1,2,2,2,1
2109,2,1,1,4,6,1,1,1,2
2110,2,3,2,1,4,1,3,2,2
2112,2,2,2,1,1,2,2,2,1
2113,1,1,2,1,1,2,2,2,1
2114,2,1,2,1,2,2,2,2,2
2115,2,1,1,1,2,2,3,2,1
2116,2,3,2,1,3,2,2,3,1
2117,2,1,1,1,17,1,1,3,2
2118,2,1,2,1,1,1,2,2,1
2119,2,3,2,3,2,2,2,3,1
2120,2,1,1,1,2,1,3,1,2
2121,2,1,2,1,1,1,2,2,1
2122,2,1,2,1,1,1,2,2,1
2123,2,1,2,1,2,1,2,2,1
2124,2,1,2,1,2,1,2,2,2
2125,2,2,1,1,1,1,3,2,2
2126,2,1,1,2,8,1,3,2,1
2127,2,1,1,1,1,2,2,2,1
2128,2,1,1,1,9,1,3,1,2
2129,2,2,2,1,1,2,2,2,1
2130,2,2,1,1,1,2,2,2,2
2131,2,1,1,1,2,2,2,2,1
2132,2,1,2,1,1,1,2,2,2
2133,1,1,2,1,2,2,3,2,2
2134,2,1,2,1,10,2,2,2,2
2135,2,2,1,1,3,1,2,2,2
2136,2,1,1,1,2,1,3,3,2
2137,2,1,1,1,3,1,2,2,1
2139,1,3,1,5,5,2,1,1,2
2140,2,3,1,1,2,2,2,3,1
2142,1,2,1,1,3,1,2,2,1
2143,2,1,1,1,3,2,3,2,2
2144,1,1,1,1,1,2,2,2,1
2145,2,3,2,1,1,1,1,3,2
2146,1,2,2,1,1,2,2,2,1
2147,2,2,2,1,1,1,2,2,1
2148,2,2,1,1,2,2,2,2,1
2149,2,2,1,1,4,2,2,2,2
2150,2,1,1,3,6,1,1,1,1
2151,2,2,2,1,2,1,2,2,1
2154,2,3,1,2,3,1,3,1,2
2155,2,1,1,1,6,1,1,1,2
2156,2,1,1,1,5,2,3,3,1
2157,2,3,1,1,2,1,2,3,2
2158,1,1,1,2,8,1,2,2,1
2159,1,1,1,1,1,1,2,2,1
2160,1,1,1,1,4,1,3,2,2
2162,2,2,2,1,1,2,2,2,1
2163,2,1,2,1,1,2,2,2,1
2164,2,1,2,1,1,2,2,2,1
2165,2,2,2,1,1,2,2,2,1
2166,2,3,1,1,1,2,1,3,1
2167,2,2,1,1,23,2,3,2,1
2168,2,1,1,1,1,2,2,2,1
2169,2,1,1,1,10,1,1,3,2
2170,2,3,2,1,2,1,2,3,1
2171,2,1,2,1,1,2,2,2,1
2172,2,2,1,1,1,1,3,2,2
2173,2,1,1,5,11,1,3,2,2
2174,2,3,2,1,1,1,2,3,1
2175,1,2,2,1,1,1,2,2,2
2176,2,2,2,1,3,2,2,2,2
2178,1,3,1,1,1,1,1,3,2
2180,2,1,2,1,1,1,2,2,2
2181,2,1,1,1,12,1,1,2,2
2182,2,1,2,1,6,2,2,2,1
2183,1,2,1,1,1,2,2,2,1
2184,2,1,1,1,14,1,1,2,2
2186,2,1,2,1,14,1,1,2,2
2187,2,1,1,1,6,2,3,2,2
2189,2,3,1,2,1,1,2,3,1
2190,2,1,1,1,9,1,2,2,2
2193,1,1,1,1,14,1,3,2,1
2194,2,3,1,3,1,1,2,3,2
2195,2,3,1,1,1,1,2,3,2
2196,2,2,2,1,3,2,2,2,1
2197,1,1,1,1,6,1,1,2,2
2198,2,2,1,1,8,1,3,2,1
2199,1,3,1,1,1,1,3,1,1
2200,2,1,1,1,7,2,1,3,2
2201,2,1,2,1,4,1,3,3,1
2202,2,1,1,2,4,1,1,1,2
2203,2,1,2,1,1,2,2,2,1
2204,2,1,1,1,2,1,2,2,2
2206,2,1,1,1,2,1,2,2,2
2208,2,3,1,2,2,1,3,3,1
2209,2,1,2,1,4,1,1,3,2
2210,2,1,2,1,1,2,2,2,1
2211,2,1,2,1,1,1,2,2,1
2212,2,1,1,1,1,1,2,2,1
2214,2,2,2,1,2,1,2,2,1
2215,2,2,2,1,1,2,2,2,1
2216,2,2,1,1,15,1,1,2,2
2217,2,3,1,2,2,1,1,1,2
2218,2,1,2,1,7,2,3,2,1
2219,1,2,2,1,3,1,2,2,2
2220,2,1,1,1,8,1,2,2,1
2221,2,1,2,1,2,2,2,2,1
2222,2,2,1,1,8,1,3,2,2
2223,2,2,2,1,1,2,2,2,1
2224,2,1,2,1,1,2,2,2,1
2225,2,1,1,1,1,2,3,1,2
2226,2,1,1,1,5,2,3,2,2
2227,2,1,1,1,1,1,2,2,1
2229,2,1,2,1,3,1,3,2,2
2230,1,1,1,1,1,2,2,2,2
2235,2,3,1,1,2,1,2,2,2
2236,2,1,1,1,1,1,3,2,2
2237,2,2,1,1,3,1,2,2,2
2238,2,1,1,1,2,1,2,2,1
2239,2,1,1,2,13,2,1,2,2
2240,2,1,1,1,1,1,3,2,2
2241,2,1,1,1,1,2,3,2,1
2242,2,1,2,1,1,2,2,2,1
2243,1,1,1,1,2,1,2,2,1
2244,2,1,2,1,5,2,2,2,1
2245,2,2,2,1,2,1,2,2,1
2246,2,3,1,1,1,1,3,3,1
2247,2,1,2,1,1,1,3,3,1
2248,2,3,1,1,2,1,3,3,1
2249,2,1,2,3,8,2,1,1,2
2250,2,1,1,2,12,1,1,2,2
2251,2,2,1,1,1,2,2,2,1
2253,2,1,1,1,2,1,2,2,1
2254,1,1,2,1,1,2,2,2,1
2256,1,1,1,1,1,2,2,2,1
2258,2,2,1,1,1,2,2,2,1
2259,2,1,2,2,3,2,2,2,1
2260,2,1,1,1,1,1,1,2,1
2261,2,1,1,2,4,1,3,3,1
2262,2,3,2,1,4,2,1,3,2
2263,2,2,2,1,20,1,3,3,2
2265,2,1,1,1,2,1,3,3,1
2266,1,2,2,1,2,1,2,2,2
2267,2,1,2,1,4,1,1,3,2
2268,2,3,2,5,5,1,3,2,2
2269,2,1,1,1,7,1,3,3,1
2270,2,3,1,1,1,1,2,3,1
2271,2,1,1,1,3,1,3,3,2
2272,2,1,1,1,4,2,2,2,1
2273,1,2,2,1,1,2,2,2,1
2274,2,1,2,1,1,1,2,2,1
2275,2,1,2,1,5,1,2,2,2
2276,1,1,2,1,3,1,2,2,1
2277,2,3,2,2,4,1,2,2,2
2278,2,1,2,2,4,2,2,2,2
2279,1,2,2,1,1,2,2,2,1
2280,2,3,2,3,4,1,2,3,2
2281,2,1,1,1,3,2,2,2,1
2282,2,1,1,1,1,1,2,2,1
2283,2,1,2,1,1,2,2,2,1
2284,2,1,1,1,14,1,3,3,1
2285,2,1,1,1,7,1,3,2,1
2287,2,3,1,1,1,1,3,3,1
2288,2,1,2,1,2,1,2,2,1
2289,2,3,2,1,1,1,3,3,2
2290,2,1,1,2,11,1,1,3,1
2291,2,2,2,1,2,1,2,2,1
2292,2,1,1,1,14,2,1,1,2
2293,2,1,1,1,1,1,2,2,1
2294,2,3,1,1,2,2,2,3,1
2295,2,3,2,1,4,2,1,3,2
2296,2,1,1,3,9,2,1,1,2
2297,2,2,1,1,1,1,2,2,2
2298,2,1,2,1,8,1,1,1,2
2299,2,1,2,1,7,1,3,2,2
2300,2,1,1,1,26,1,1,1,2
2301,2,2,1,1,10,2,1,3,1
2302,2,3,1,1,2,1,2,3,1
2303,1,2,2,1,2,2,2,2,1
2304,2,2,2,1,8,1,3,1,2
2305,2,1,2,1,3,2,2,2,1
2307,1,1,2,1,1,1,3,2,1
2308,1,1,1,1,4,1,3,2,1
2309,2,1,1,1,1,1,2,2,2
2310,1,3,1,1,1,2,1,1,2
2311,2,3,1,1,1,2,2,3,2
2312,2,2,2,1,1,1,2,2,1
2313,2,2,1,1,9,2,3,3,2
2314,2,1,1,1,6,1,2,2,2
2315,2,1,1,3,1,1,3,2,1
2316,2,3,2,1,4,2,1,3,2
2317,2,1,1,2,15,2,1,3,2
2318,2,1,1,1,6,1,3,2,1
2319,2,2,1,1,1,1,2,2,1
2320,2,3,1,2,1,1,1,1,1
2321,2,2,1,1,2,2,2,2,1
2322,2,3,1,1,1,1,2,3,2
2323,2,1,2,1,2,1,2,2,2
2324,1,1,2,1,2,2,3,2,2
2325,2,2,1,1,1,2,2,2,2
2326,2,1,1,5,14,1,1,1,2
2327,1,1,2,1,5,1,2,2,1
2328,2,3,1,1,1,1,3,3,1
2329,2,2,2,1,11,1,2,2,1
2330,2,1,2,1,3,2,2,2,1
2331,2,1,2,1,8,1,1,1,2
2332,2,3,1,1,1,1,3,3,1
2333,2,1,2,1,1,1,2,2,1
2334,2,3,1,1,1,1,2,3,2
2336,2,1,2,1,1,1,3,2,1
2337,2,2,2,1,1,1,2,2,1
2339,2,2,2,1,1,1,2,2,1
2340,1,1,2,1,2,1,2,2,2
2341,2,1,1,3,10,2,1,1,2
2342,2,1,1,2,10,1,3,2,2
2343,2,1,1,3,4,2,1,2,2
2345,1,1,1,1,1,2,3,2,2
2346,1,1,1,1,1,1,2,2,1
2347,2,1,1,1,23,1,1,3,2
2348,2,3,2,2,3,1,2,3,1
2349,2,1,1,1,9,2,3,3,2
2350,2,1,2,1,3,1,2,2,1
2351,2,1,1,2,8,1,2,2,1
2352,1,1,2,1,1,1,2,2,2
2353,2,1,1,1,11,1,1,3,2
2355,2,1,2,1,3,1,3,2,2
2356,2,1,1,1,1,1,2,2,1
2358,1,1,1,1,10,1,1,3,2
2359,2,1,1,1,17,1,1,3,2
2360,2,1,2,1,4,1,2,2,2
2362,2,1,2,3,5,1,1,3,2
2363,2,3,2,3,3,1,1,3,2
2365,2,1,1,1,6,2,3,2,2
2366,2,1,1,1,3,2,2,2,1
2367,2,2,1,1,10,1,1,3,2
2368,2,1,1,1,8,1,2,2,2
2371,2,1,1,1,1,2,2,2,1
2372,2,1,1,3,4,2,3,2,1
2373,1,1,1,1,1,1,2,2,1
2374,2,2,2,1,3,2,2,2,1
2375,2,2,1,1,13,2,3,2,1
2376,2,1,2,1,1,1,3,3,1
2377,2,1,1,1,1,1,1,1,2
2378,2,1,2,1,1,2,2,2,1
2379,2,1,1,2,6,2,3,2,1
2380,2,1,1,1,2,1,2,2,2
2381,2,2,1,1,10,1,1,2,1
2383,2,1,1,1,13,1,1,2,2
2384,2,3,1,1,1,1,2,3,1
2385,2,1,1,1,5,1,1,2,2
