,checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
600,1,2,4,8,2,3,3,1,2,1,2,2,2,2,1,2,1,1,2,1,1,2
601,1,2,4,6,1,3,1,4,3,1,3,2,2,2,1,2,1,1,2,1,1,1
602,1,3,1,5,1,3,2,4,3,4,4,2,1,1,1,4,1,1,2,1,1,1
603,4,3,4,6,2,3,1,4,3,2,1,2,2,2,1,1,1,2,2,1,1,1
604,3,2,4,6,1,3,3,4,3,2,3,1,2,2,1,2,1,1,2,1,1,2
605,2,3,1,6,2,2,1,4,3,4,2,1,3,2,1,2,1,2,2,2,1,2
606,4,3,2,1,2,3,1,3,3,2,2,2,2,2,1,1,1,2,2,2,1,2
607,1,3,4,8,2,1,1,4,1,4,4,2,2,1,1,2,1,1,2,1,1,1
608,4,3,4,8,2,3,3,4,3,1,2,2,2,2,1,2,1,1,2,2,1,2
609,4,3,4,3,1,5,4,4,3,4,4,2,1,1,1,2,2,1,2,2,1,2
610,2,3,4,4,1,1,5,4,3,3,3,1,2,2,1,2,1,1,2,1,1,1
611,3,2,4,2,1,1,4,1,3,4,4,2,2,1,1,4,2,1,2,1,1,1
612,2,3,4,8,2,4,3,4,3,2,1,2,1,2,1,2,1,1,2,1,1,2
613,2,3,1,3,2,3,1,1,2,4,1,1,1,3,1,2,1,1,1,1,1,2
614,4,3,3,6,1,3,2,4,3,1,2,1,2,2,1,2,1,1,2,1,1,1
615,1,3,5,1,3,5,1,2,3,2,1,2,1,2,1,1,1,2,2,2,1,2
616,1,3,3,8,3,5,1,2,3,2,4,2,2,1,1,1,1,1,2,2,1,2
617,2,2,2,2,2,3,1,1,3,3,2,2,2,3,3,2,2,1,2,2,1,2
618,1,3,4,6,2,1,1,2,1,4,1,1,2,3,1,2,1,1,2,1,1,1
619,4,3,4,2,1,3,1,4,3,2,2,2,2,2,1,4,1,1,2,2,1,2
620,1,3,2,1,2,3,2,2,3,3,3,2,2,2,2,2,1,1,2,2,1,2
621,4,3,2,2,1,3,1,3,3,2,3,2,1,2,2,2,1,1,2,2,1,1
622,4,3,4,1,2,5,1,4,3,2,2,2,1,2,1,2,1,1,2,2,1,1
623,2,3,4,6,1,3,3,4,3,1,1,1,2,3,1,2,1,1,2,1,1,2
624,2,3,4,8,2,3,1,4,3,4,4,2,2,1,2,2,1,1,2,2,1,1
625,4,3,4,8,1,5,4,4,3,2,1,2,2,2,1,2,1,1,2,2,1,2
626,3,2,4,6,2,3,1,2,3,2,2,2,2,2,1,2,1,2,2,2,1,2
627,1,2,1,2,1,1,2,2,3,3,4,2,2,2,1,2,1,1,2,2,1,1
628,4,3,2,6,2,2,1,4,3,4,2,2,2,2,2,2,1,2,2,2,1,2
629,4,2,4,5,2,5,4,1,3,4,2,2,2,2,1,4,1,1,2,2,1,2
630,2,3,4,8,2,3,1,2,3,4,1,2,2,2,1,2,1,1,2,1,1,2
631,2,3,1,6,1,3,1,4,3,3,1,2,1,2,1,2,1,1,2,2,1,1
632,1,3,4,8,1,5,3,4,3,1,3,1,2,2,1,2,1,1,2,2,1,2
633,4,2,4,6,1,3,3,2,1,2,1,1,2,3,2,2,1,1,2,1,1,1
634,1,3,4,2,1,3,3,3,3,4,1,1,2,2,1,4,1,2,2,1,1,1
635,4,3,4,5,1,3,4,4,3,4,3,2,1,2,3,2,2,2,2,2,1,2
636,4,3,4,8,1,2,2,4,3,1,1,2,2,2,1,2,1,1,2,1,1,2
637,4,3,3,8,3,3,2,2,3,4,1,1,2,2,2,2,1,2,2,2,1,2
638,4,3,4,8,1,3,3,4,3,3,1,2,2,2,1,2,2,1,2,1,1,2
639,2,3,3,8,2,3,2,3,3,2,3,2,1,2,2,2,2,2,2,2,1,1
640,2,3,4,5,1,3,5,4,3,1,2,2,2,2,1,3,1,1,2,1,1,1
641,1,3,4,9,1,3,4,4,3,4,1,2,2,2,2,4,1,1,2,2,1,2
642,4,3,4,5,2,1,1,3,3,2,3,2,2,2,1,1,1,2,2,2,1,1
643,4,3,2,8,1,3,2,4,2,2,1,2,2,2,2,2,1,2,2,2,2,2
644,2,3,2,8,1,3,2,4,3,1,3,2,2,2,2,1,1,2,2,2,2,2
645,4,3,3,1,3,5,3,4,3,4,1,2,2,3,2,2,1,2,2,2,1,1
646,2,3,5,6,2,3,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2
647,4,3,4,2,1,2,1,2,3,2,3,2,2,2,1,2,1,1,2,1,1,1
648,3,3,4,2,1,3,2,4,3,3,4,2,1,1,1,2,2,1,2,2,1,1
649,2,3,4,5,1,3,1,4,3,4,1,2,2,3,1,4,2,1,2,2,1,1
650,2,3,4,5,3,3,2,4,3,1,4,2,2,1,1,1,1,2,2,2,1,2
651,1,3,4,6,1,3,1,4,3,2,3,2,2,2,1,4,1,1,2,2,1,1
652,2,3,4,2,2,3,4,4,1,1,2,2,2,2,1,2,1,1,2,2,1,1
653,1,3,3,2,3,1,4,2,3,4,1,2,2,2,4,1,1,2,2,2,1,1
654,4,3,2,3,2,3,2,4,3,3,1,2,2,2,2,2,1,2,2,2,1,2
655,2,3,4,2,2,3,5,1,3,4,4,1,2,1,1,2,1,1,2,2,1,2
656,1,3,4,2,1,3,4,4,3,4,1,2,1,2,1,4,2,1,2,2,1,1
657,4,3,4,8,3,5,2,4,3,3,1,2,3,2,1,2,1,2,2,2,1,2
658,1,3,5,1,2,3,1,2,3,1,1,2,2,2,2,2,1,1,2,1,1,2
659,1,3,2,6,3,3,4,2,3,1,4,2,2,2,1,2,1,2,2,2,1,2
660,3,3,4,8,1,3,1,3,3,4,2,1,2,3,1,2,1,1,2,2,2,2
661,2,3,4,2,1,5,1,4,3,2,1,1,2,2,1,2,1,1,2,2,2,1
662,4,3,4,6,2,3,4,4,3,2,2,2,2,2,2,2,1,1,2,2,1,2
663,1,2,3,6,1,3,5,4,3,1,3,2,3,2,2,1,1,2,2,2,1,2
664,3,2,2,5,1,3,1,2,3,4,3,2,2,2,1,4,1,1,2,1,1,2
665,4,3,2,7,3,3,5,4,1,2,4,2,1,2,2,1,1,2,2,2,1,2
666,1,3,1,6,2,4,1,4,3,2,1,2,3,2,1,2,2,2,2,2,1,2
667,4,3,1,1,2,3,1,1,3,1,2,2,3,2,1,2,1,1,2,1,1,2
668,2,3,2,2,2,3,4,3,1,4,3,2,2,3,2,2,1,2,2,2,1,1
669,3,3,2,8,2,3,4,4,3,4,3,2,2,2,1,2,1,1,2,2,1,2
670,4,3,2,1,2,1,1,3,3,3,3,2,2,2,2,4,1,2,2,2,1,2
671,4,3,4,1,3,1,2,2,3,2,1,2,2,2,2,2,1,2,2,2,1,2
672,4,3,4,2,3,3,4,2,3,4,3,2,2,2,1,1,1,2,2,2,1,2
673,4,2,2,2,2,2,1,1,3,2,1,1,2,2,1,2,1,1,2,2,2,2
674,4,3,3,1,2,2,3,4,3,2,2,2,1,2,1,4,2,1,2,2,1,1
675,4,3,2,8,2,3,2,4,3,4,1,2,2,3,1,1,1,2,2,1,1,2
676,4,3,2,6,3,3,4,4,3,4,1,2,2,2,1,2,1,2,2,2,1,2
677,1,3,4,8,3,1,1,2,3,2,1,1,2,2,1,2,1,1,2,2,2,1
678,2,3,4,8,2,3,4,4,3,4,2,2,1,3,1,4,1,1,2,2,1,2
679,4,3,4,8,1,3,3,3,3,1,2,2,2,2,1,2,1,1,2,1,1,2
680,4,2,4,5,1,3,3,1,3,2,4,2,2,2,1,2,1,1,2,1,1,2
681,4,3,4,8,2,5,1,4,3,4,4,2,2,1,1,2,1,2,2,2,1,2
682,4,3,3,8,1,3,1,4,3,3,2,2,1,2,2,2,1,1,2,2,2,2
683,4,3,2,8,3,3,3,3,3,3,4,2,2,1,3,2,1,2,2,2,2,2
684,1,3,3,1,3,1,2,1,3,3,3,2,2,2,2,4,2,2,2,2,1,2
685,4,3,4,2,3,5,1,4,3,4,4,2,2,1,1,2,2,2,2,2,1,2
686,3,2,2,8,1,5,2,4,3,2,3,2,2,2,2,2,1,2,2,2,1,2
687,1,3,3,2,2,1,4,4,3,3,4,2,2,1,1,2,1,1,2,2,1,2
688,4,2,4,8,2,1,4,3,1,4,1,2,2,2,1,2,1,2,2,2,1,2
689,2,3,4,2,2,4,1,1,3,3,3,2,2,2,1,2,2,1,2,2,1,2
690,2,3,2,6,1,3,1,2,3,3,3,1,2,2,2,2,1,1,2,2,1,2
691,1,3,4,9,2,1,1,3,3,2,2,1,2,2,1,4,1,1,2,1,1,2
692,1,3,4,8,2,1,3,2,3,1,1,2,2,2,1,2,1,1,2,2,1,2
693,2,2,2,2,2,5,3,1,3,3,2,2,2,2,2,4,2,1,2,2,1,2
694,4,3,4,8,2,3,2,4,3,2,1,2,2,2,1,2,1,2,2,2,1,2
695,4,2,4,3,1,2,1,2,3,4,3,2,2,3,1,2,1,1,2,2,1,2
696,1,3,4,8,1,3,2,4,2,3,2,2,2,2,2,2,1,1,1,2,1,2
697,4,3,2,2,1,3,5,1,3,2,3,2,2,2,1,3,1,1,2,1,1,2
698,4,3,2,8,1,3,1,4,3,2,1,1,2,2,2,2,1,1,2,2,1,2
699,3,3,4,5,1,3,4,4,3,4,1,2,2,3,1,1,1,2,2,2,1,2
700,4,3,4,6,1,2,1,4,3,4,1,2,2,3,1,4,1,1,2,1,1,1
701,2,3,2,3,3,3,4,4,3,4,4,2,2,1,2,2,1,2,2,2,1,1
702,3,3,4,8,1,1,4,4,3,2,4,2,2,1,1,2,1,2,2,1,1,2
703,1,3,3,1,2,1,4,4,3,2,3,2,3,2,2,2,1,1,2,2,1,2
704,1,3,4,1,2,3,3,4,3,1,3,2,2,2,1,2,2,2,2,1,1,2
705,4,3,4,2,3,2,4,1,3,4,4,2,2,1,1,2,1,1,2,1,1,2
706,1,3,4,2,3,1,2,3,3,2,3,1,2,2,1,2,1,1,2,2,1,1
707,1,3,5,6,2,3,3,4,3,3,3,1,2,3,2,2,1,1,2,1,1,1
708,1,2,4,8,1,3,4,4,3,4,2,1,2,2,1,2,1,1,2,1,1,2
709,1,2,4,8,2,3,1,2,3,2,2,2,2,2,1,4,2,1,2,2,1,2
710,4,3,2,8,1,2,4,4,3,3,3,2,1,2,2,1,1,2,2,2,1,2
711,2,2,1,5,1,3,4,4,3,4,4,2,2,1,1,2,1,1,2,1,1,1
712,4,3,4,3,2,5,4,4,3,4,2,2,2,2,1,1,1,2,2,2,1,2
713,2,2,2,8,1,3,1,4,3,4,2,1,2,2,2,4,1,1,2,2,1,2
714,1,3,4,2,3,3,2,4,3,2,4,2,2,2,1,1,1,2,2,2,1,1
715,4,3,2,3,3,5,4,1,3,4,1,2,2,2,2,2,1,1,2,2,1,2
716,4,3,2,8,2,5,4,3,3,2,1,2,2,2,2,2,2,2,2,2,1,2
717,4,3,4,8,1,3,1,4,3,2,4,2,2,1,1,1,1,2,2,2,1,2
718,3,3,2,8,2,5,1,3,3,2,1,2,2,2,2,2,1,2,2,2,1,2
719,1,3,5,3,3,1,4,3,3,4,1,2,1,2,2,2,1,2,2,2,2,2
720,3,2,5,8,1,3,3,4,3,2,1,2,2,2,2,1,1,2,2,2,1,1
721,1,2,1,5,1,4,3,4,3,2,3,1,1,3,1,2,2,1,2,1,1,1
722,2,3,4,2,1,3,1,4,3,2,2,1,2,2,1,4,1,1,2,1,1,1
723,1,2,4,8,1,2,1,4,3,3,2,2,2,2,1,4,1,1,2,1,1,2
724,4,3,4,2,2,3,1,3,3,3,2,1,2,3,1,2,1,1,2,1,1,1
725,4,2,2,2,1,4,1,2,3,2,2,2,1,2,2,4,1,1,2,1,1,2
726,4,3,2,8,1,2,1,2,3,2,3,2,2,2,2,4,1,1,2,2,2,2
727,2,3,4,8,1,3,1,4,3,4,1,1,1,3,2,2,1,1,2,1,1,1
728,1,3,1,1,3,3,4,4,3,3,4,2,2,3,1,2,1,1,2,1,1,1
729,3,3,2,1,1,4,1,2,3,4,2,2,2,2,2,2,1,2,2,2,1,2
730,1,3,3,8,3,3,3,1,3,2,1,2,2,2,1,2,1,1,2,2,1,2
731,2,3,4,8,1,3,1,2,3,4,2,1,2,3,1,4,2,1,2,2,1,1
732,1,2,4,8,1,3,2,4,2,2,2,2,2,2,1,4,1,1,2,1,1,2
733,4,3,4,3,2,4,1,2,3,4,1,2,2,3,1,2,1,2,2,1,1,2
734,4,1,2,2,2,3,2,1,3,1,2,2,2,2,1,2,2,1,2,1,1,2
735,1,3,1,4,2,5,3,3,3,2,4,2,1,2,1,3,1,1,2,1,1,2
736,1,3,4,3,3,3,1,1,3,4,1,1,2,3,2,1,1,1,2,1,1,1
737,2,3,4,2,2,1,1,3,3,4,1,2,2,2,1,4,2,2,2,2,1,2
738,4,2,2,2,3,3,2,1,3,3,4,2,2,2,2,1,2,2,2,2,1,2
739,1,3,5,1,2,1,1,4,3,4,1,2,2,3,2,4,1,1,2,1,1,1
740,2,3,1,2,2,1,2,2,3,3,1,2,1,2,1,2,1,1,2,2,1,2
741,1,2,1,8,1,3,1,4,3,4,2,1,3,2,1,4,1,1,2,2,1,2
742,4,3,4,8,2,5,4,4,3,3,3,2,2,2,1,2,1,2,2,2,1,2
743,2,3,1,6,2,2,1,4,3,4,2,1,3,2,1,2,1,2,2,2,1,2
744,2,3,2,6,3,5,2,4,3,4,3,2,2,2,2,1,1,2,2,2,1,2
745,2,3,2,1,1,3,3,3,3,1,3,2,1,2,2,4,1,1,2,2,1,2
746,2,3,4,2,2,3,5,1,3,4,1,1,2,3,1,2,1,1,2,1,1,2
747,2,3,4,2,1,3,3,3,3,1,2,2,2,2,1,4,1,1,2,1,1,1
748,4,3,4,3,3,5,1,1,3,3,1,2,2,2,1,2,1,1,2,2,1,2
749,4,3,4,3,2,3,2,2,3,2,1,2,2,2,1,2,1,1,2,2,1,2
750,2,2,4,6,1,3,4,2,3,1,3,2,1,2,1,2,1,2,2,1,1,2
751,2,3,4,2,1,3,3,1,3,2,1,1,2,2,1,4,1,1,2,1,1,1
752,1,3,4,1,1,1,2,2,3,4,2,1,2,3,1,4,1,1,2,1,1,2
753,4,3,2,8,3,3,2,4,3,2,1,1,2,2,2,2,1,1,2,1,1,2
754,4,3,3,9,1,4,4,4,3,4,4,2,2,1,2,2,2,1,2,2,1,1
755,2,3,4,2,1,5,2,4,3,4,4,2,2,3,1,2,1,1,2,1,1,1
756,3,2,2,2,1,3,1,1,3,1,2,2,2,2,3,3,2,1,1,2,1,2
757,3,3,2,8,1,5,1,3,3,4,4,2,2,1,2,2,1,2,2,2,1,1
758,4,3,4,2,1,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2
759,2,3,2,2,1,3,4,4,3,3,3,2,2,2,2,2,1,1,2,2,1,1
760,4,3,2,2,3,5,4,1,3,4,1,2,2,2,1,2,1,2,2,1,1,2
761,2,3,2,6,2,3,1,4,3,4,2,1,2,3,2,2,1,1,2,1,1,1
762,2,3,4,8,2,3,1,4,3,3,3,1,2,2,1,4,1,1,2,2,1,2
763,4,3,2,2,3,5,4,4,3,4,4,2,2,1,1,1,1,2,2,2,1,1
764,4,3,2,2,2,1,2,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2
765,1,3,4,8,1,3,4,3,2,3,2,2,1,2,2,4,1,1,2,2,2,2
766,2,3,4,6,2,3,3,2,3,4,3,2,2,2,1,4,1,1,2,2,1,1
767,4,2,4,3,2,5,3,1,3,4,2,2,2,3,1,2,1,1,2,1,1,2
768,1,3,2,6,2,3,4,1,3,4,1,2,2,3,3,2,1,2,2,2,1,2
769,4,3,2,8,1,3,4,2,3,4,2,2,2,2,2,4,1,2,2,2,1,2
770,2,3,4,3,2,5,4,2,3,4,2,2,2,3,1,2,1,1,2,1,1,2
771,2,3,2,5,3,3,1,3,3,2,4,1,2,2,2,1,1,2,2,1,1,1
772,4,3,2,3,2,3,4,1,3,4,1,2,2,2,1,1,1,2,2,2,1,2
773,4,3,2,8,2,1,4,4,3,4,3,2,1,2,2,2,1,1,2,2,1,2
774,3,3,2,2,1,2,5,2,3,4,4,2,1,1,3,3,1,1,2,2,1,2
775,2,3,4,2,1,5,1,4,3,4,2,1,2,3,1,2,1,1,2,1,1,1
776,4,3,2,2,2,3,2,4,3,4,1,2,2,2,2,2,1,2,2,2,1,2
777,2,3,4,8,2,3,2,4,2,1,2,1,2,2,1,2,1,1,2,1,1,2
778,4,3,2,3,3,4,4,4,3,2,1,2,2,2,2,1,1,2,2,2,1,2
779,1,3,4,9,2,3,5,2,3,4,1,2,2,2,1,2,1,2,2,1,1,2
780,1,3,2,8,2,3,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1
781,4,3,2,2,1,4,4,4,3,4,2,2,2,2,1,2,1,2,2,2,1,2
782,1,3,5,10,1,3,1,2,3,2,2,2,2,2,1,4,1,2,2,2,1,2
783,1,3,4,2,1,1,3,4,3,2,3,1,1,2,1,4,1,1,2,1,1,1
784,1,3,4,3,3,5,5,1,3,4,2,2,2,2,1,1,1,2,2,2,1,2
785,1,3,4,1,1,4,1,4,3,2,3,2,2,2,1,4,1,2,2,2,1,2
786,4,3,4,8,2,2,4,3,3,4,1,2,2,2,1,2,1,1,2,2,1,2
787,4,3,2,3,2,5,4,4,3,3,1,2,2,2,2,2,2,2,2,2,1,2
788,1,3,3,5,3,3,4,4,3,4,4,2,2,1,1,2,1,1,2,2,1,1
789,2,3,2,5,3,3,1,4,3,3,4,2,1,2,1,2,1,2,2,2,1,1
790,1,3,4,1,1,3,4,2,3,4,3,2,2,2,1,2,2,1,2,1,1,1
791,4,3,4,3,3,5,4,3,3,4,1,2,2,2,1,1,2,2,2,2,1,2
792,4,2,2,6,1,5,1,1,3,2,3,2,2,2,2,2,1,1,2,2,2,2
793,3,3,4,6,2,3,4,3,3,4,4,2,2,1,1,2,1,1,2,2,1,2
794,4,3,4,6,2,2,4,4,3,3,4,2,2,3,1,2,1,2,2,2,1,2
795,4,2,4,6,2,1,3,2,3,4,3,1,2,3,1,2,1,1,2,1,1,2
796,2,3,4,3,3,5,4,1,3,4,3,2,2,1,1,2,2,2,2,2,1,1
797,4,3,2,6,1,3,3,2,3,4,3,1,2,3,2,4,1,1,2,1,1,2
798,4,3,3,2,1,5,4,4,3,4,1,2,2,2,2,2,1,2,2,2,2,2
799,1,2,4,2,1,5,3,4,3,2,2,2,2,2,1,3,1,1,2,2,1,2
800,4,3,2,5,1,3,4,4,3,4,4,2,2,1,2,2,2,1,2,2,1,2
801,1,3,2,8,1,3,4,3,2,4,2,2,1,3,2,4,1,2,2,1,1,2
802,2,3,2,6,2,3,4,1,3,4,3,1,2,2,2,2,1,1,2,1,1,2
803,4,3,2,8,1,5,4,4,3,4,1,2,2,2,2,2,1,1,2,2,1,2
804,1,3,4,2,3,5,5,1,3,2,2,1,2,3,1,3,1,1,2,1,1,2
805,2,3,4,2,3,3,2,2,3,1,1,1,2,2,1,2,1,2,2,2,1,1
806,1,2,4,8,1,3,3,3,3,3,2,2,2,2,1,4,1,1,1,2,2,2
807,4,3,2,8,1,5,4,4,3,4,2,2,2,2,4,2,1,1,2,2,1,2
808,1,3,1,3,3,3,5,1,3,2,4,2,1,1,1,1,1,2,2,2,1,2
809,1,3,5,2,1,3,3,2,3,1,2,2,2,3,2,3,1,1,2,1,1,1
810,1,2,4,1,1,3,3,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2
811,1,2,4,8,1,3,2,3,2,3,2,2,1,2,1,4,1,1,2,2,2,2
812,2,3,2,3,3,3,2,4,3,4,1,1,2,2,2,2,1,2,2,2,1,1
813,2,3,4,4,2,3,1,3,3,4,1,2,2,2,1,2,1,1,2,2,1,1
814,2,3,4,2,2,3,2,4,3,4,4,2,2,1,1,2,2,1,2,2,1,1
815,1,3,3,2,3,3,1,2,3,2,3,2,2,3,1,2,1,1,2,1,1,2
816,4,2,4,4,1,2,1,1,3,4,2,2,2,2,1,2,1,1,2,2,1,2
817,4,2,2,8,1,3,2,1,3,2,1,1,2,3,2,2,1,2,2,1,1,2
818,2,3,4,7,3,3,5,2,1,3,1,2,2,2,1,1,1,1,2,2,1,2
819,2,3,4,8,1,3,1,4,3,3,2,2,1,2,1,2,1,1,2,2,2,1
820,4,3,4,2,1,3,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2
821,3,3,4,8,2,3,1,3,3,1,1,1,2,2,1,2,1,1,2,2,2,2
822,2,3,4,6,2,3,4,2,3,2,3,2,1,2,1,2,2,1,2,2,1,1
823,2,2,2,2,1,3,4,4,3,4,2,2,2,2,2,4,1,1,2,2,1,2
824,4,3,2,6,2,3,3,3,3,2,1,2,2,2,2,1,1,2,2,2,1,2
825,2,3,2,2,1,3,4,4,3,3,1,2,2,2,2,2,1,2,2,2,2,2
826,2,3,2,2,2,3,4,1,3,4,2,2,1,3,3,2,1,2,2,1,1,1
827,4,3,5,1,2,3,1,2,3,2,1,2,3,2,2,2,2,1,2,2,1,1
828,2,3,4,3,3,5,4,3,3,4,4,2,2,1,1,2,1,1,2,2,1,1
829,1,3,3,1,3,5,1,4,3,4,4,2,2,1,1,2,2,2,2,2,1,2
830,4,3,3,1,2,2,1,4,3,2,1,2,2,2,2,2,2,2,2,2,1,2
831,2,3,4,2,1,3,3,4,3,3,1,1,2,3,1,2,1,2,2,1,1,1
832,2,3,5,1,3,3,4,2,3,4,1,2,2,3,2,2,1,1,2,2,1,1
833,1,3,4,8,3,5,4,2,3,4,1,2,2,2,1,2,1,2,2,1,1,2
834,3,3,4,8,2,3,3,2,3,3,2,1,2,2,1,4,1,1,2,1,1,1
835,2,3,5,2,1,3,1,4,3,4,1,2,1,2,2,2,1,1,2,2,1,1
836,4,3,4,8,1,5,1,4,3,2,1,1,2,2,1,2,1,1,2,1,1,2
837,4,1,4,6,1,3,3,1,3,3,2,1,2,3,1,4,2,1,2,1,1,2
838,2,3,2,3,2,3,4,4,3,4,3,2,2,2,2,2,1,2,2,2,1,2
839,4,3,2,8,2,3,4,4,1,3,2,2,2,2,2,2,1,1,2,2,2,2
840,2,3,4,6,3,3,2,4,3,2,3,2,2,2,1,2,1,1,2,2,1,1
841,4,3,3,3,2,3,1,3,3,2,2,2,3,2,2,4,1,1,2,2,1,2
842,4,3,4,9,1,3,3,4,3,4,2,1,2,2,1,2,1,1,2,1,1,1
843,4,3,1,1,1,3,2,4,3,4,1,2,1,2,1,2,1,2,2,2,1,2
844,4,3,4,6,2,3,4,4,3,4,3,2,1,2,3,2,2,2,2,2,1,2
845,1,3,4,6,2,5,2,2,3,3,1,2,2,2,1,2,1,2,2,2,1,2
846,4,3,4,2,3,5,1,2,3,4,1,2,2,3,2,2,1,1,2,2,1,1
847,4,3,4,2,1,3,3,4,3,2,2,2,2,2,1,2,1,1,2,2,2,2
848,2,2,4,8,1,3,2,3,3,4,2,2,2,2,1,2,1,1,2,2,1,2
849,2,3,4,8,1,3,4,4,3,4,2,2,3,2,1,4,1,1,2,2,1,1
850,2,3,2,2,2,3,1,4,2,2,3,2,1,3,2,2,1,1,1,2,2,1
851,4,3,2,3,2,5,2,3,3,4,3,2,2,2,2,2,1,2,2,2,1,2
852,4,3,2,8,1,3,1,4,3,4,4,2,2,1,2,2,1,2,2,2,1,2
853,2,3,1,2,1,3,2,4,3,4,4,2,2,1,2,4,2,1,2,2,1,1
854,4,3,3,2,3,3,4,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2
855,4,3,4,2,1,1,3,4,3,3,2,2,2,2,1,2,1,2,2,2,2,2
856,4,2,4,10,1,5,2,4,3,3,3,2,2,2,1,2,1,2,2,1,1,2
857,4,3,2,6,2,3,1,4,3,2,4,2,2,1,1,2,1,2,2,2,1,2
858,2,3,4,2,2,3,1,3,3,2,3,2,2,2,1,2,1,2,2,1,1,1
859,4,2,4,2,2,1,1,1,2,2,2,2,2,3,1,2,2,1,1,2,1,2
860,4,3,2,3,3,4,1,4,3,2,2,2,2,2,2,2,1,1,2,2,1,2
861,4,3,3,1,2,3,1,4,3,2,1,2,2,2,1,2,1,2,2,2,2,1
862,2,3,4,8,2,3,3,4,3,4,2,2,2,2,1,2,1,2,2,1,1,1
863,4,3,2,6,2,4,3,4,3,2,2,2,3,2,2,4,2,2,2,2,1,2
864,4,2,4,6,2,3,1,2,3,2,2,1,1,3,1,4,1,1,2,2,1,1
865,4,3,4,6,2,2,1,2,3,4,1,1,2,3,1,2,1,1,2,1,1,2
866,2,3,4,8,2,3,3,4,3,1,1,2,3,2,1,2,1,1,2,1,1,2
867,4,3,2,6,2,3,4,2,3,4,3,2,3,2,1,2,1,1,2,2,1,2
868,4,3,4,1,3,5,4,3,3,2,3,2,2,2,2,2,1,1,2,2,1,2
869,2,3,4,6,1,3,4,4,3,4,3,1,2,3,1,2,1,1,2,1,1,2
870,4,3,3,6,3,2,2,2,3,4,1,2,2,2,2,2,1,2,2,1,1,2
871,3,2,2,2,1,3,4,1,3,4,2,2,2,2,2,2,2,1,1,2,1,2
872,2,3,2,1,1,1,2,4,3,1,2,2,2,2,2,2,1,2,2,2,1,2
873,4,3,4,4,1,5,3,4,3,1,2,1,2,2,1,2,1,1,2,1,1,2
874,2,3,4,6,2,3,1,2,1,2,3,2,2,2,1,4,2,1,2,2,1,2
875,1,2,2,2,1,4,1,4,3,4,1,2,2,2,2,2,1,1,2,1,1,2
876,2,3,1,8,1,3,3,3,1,4,4,2,1,1,1,1,1,2,2,2,1,2
877,4,3,4,8,2,3,4,4,3,2,1,2,2,2,1,2,1,1,2,2,1,2
878,2,2,4,2,1,3,3,3,3,2,4,2,2,1,1,1,1,2,2,2,1,1
879,4,3,2,8,3,5,2,2,3,3,3,2,2,2,2,2,1,1,2,2,1,2
880,4,3,4,3,3,3,2,3,3,3,1,2,2,2,1,1,1,2,2,2,1,2
881,4,3,4,3,3,5,1,2,3,4,4,2,2,1,1,2,1,2,2,2,1,2
882,1,3,2,2,2,5,4,4,3,4,2,2,2,2,2,2,1,1,2,2,1,2
883,4,3,2,8,1,3,5,4,3,4,1,2,2,2,2,3,1,1,2,1,1,2
884,1,3,4,6,2,3,2,3,3,3,1,2,2,2,1,2,1,2,2,2,1,1
885,2,3,4,5,1,3,3,4,3,4,3,2,2,2,1,2,1,1,2,1,1,1
886,1,3,2,1,2,5,2,4,3,3,4,2,2,2,2,2,2,2,2,2,1,2
887,1,3,4,1,3,3,1,2,3,2,1,1,2,2,1,2,1,2,2,2,1,1
888,4,3,2,2,3,3,4,4,3,4,1,2,2,2,2,1,1,2,2,2,1,2
889,4,3,1,3,3,5,3,3,2,4,2,2,1,3,2,2,2,2,2,2,1,2
890,2,3,2,1,2,3,4,4,3,4,1,2,3,2,4,1,2,2,2,2,1,2
891,4,3,2,8,1,3,4,4,3,4,1,2,2,2,2,2,1,2,2,2,1,2
892,2,3,2,2,2,3,1,4,3,4,3,2,1,2,2,4,1,1,1,2,1,2
893,1,3,2,3,3,3,1,3,3,4,1,2,2,2,2,2,1,2,2,2,1,2
894,4,3,2,8,1,5,1,4,3,3,3,2,2,2,2,2,1,2,2,2,1,2
895,4,3,3,3,3,5,2,3,3,2,1,2,3,2,1,1,2,2,2,2,1,2
896,2,3,4,8,2,3,3,4,3,4,3,2,2,3,1,1,1,2,2,1,1,2
897,4,3,2,6,1,4,2,3,3,2,3,2,2,2,1,2,1,1,1,1,1,2
898,4,3,4,6,2,5,2,1,3,4,2,2,1,3,1,4,1,1,2,1,1,2
899,2,3,4,6,2,3,1,2,1,3,1,2,2,2,1,2,1,1,2,2,1,1
900,2,3,2,2,2,3,4,2,2,4,3,2,1,3,1,2,1,2,2,2,1,1
